Target_ID,Target_name,CUI,Gene_name,Uni_ID
BE0003041,FMN-binding_protein,,,Q46604
BE0003042,Nitroreductase_family_protein,,,Q81EW9
BE0003043,Phosphopantothenoylcysteine_decarboxylase,C0070901,PPCDC,Q96CD2
BE0003044,"Agmatinase,_putative",,,Q9RZ04
BE0003045,Fatty_acid_metabolism_regulator_protein,,fadR,P94548
BE0003046,Maltose_binding_protein,C2936473,malE,Q9RHZ6
BE0003047,Extracellular_subtilisin-like_serine_proteinase,,,Q8GB52
BE0003048,Carboxylesterase_2,C1413348,estB,Q53547
BE0003049,Aldehyde_oxidoreductase,,MOD,Q9REC4
BE0003050,Phosphoprotein,C0031689,P/V,P03422
BE0003051,Cytochrome_c-550,C0056947,psbV,Q55013
BE0003052,Cytochrome_c-552,C0056948,cycM,P54820
BE0003053,Cytochrome_c-551,C0056943,nirM,P00101
BE0003054,Cytochrome_c3,C0056942,cyd,P00137
BE0003055,Split-Soret_cytochrome_c,,,P81040
BE0003056,"Cytochrome_c3,_13_kDa",,,P00136
BE0003057,Cytochrome_c551_peroxidase,,ccpA,P14532
BE0003058,Cytochrome_c',C0010754,cycP,P00148
BE0003059,Protein_ninB,,ninB,P03765
BE0003060,YopE_regulator,,yerA,P31491
BE0003061,Guanine_deaminase,C0018324,guaD,O34598
BE0003062,Molybdenum_cofactor_biosynthesis_protein_B,,moaB,Q816R0
BE0003063,Uracil-DNA_glycosylase_inhibitor,,UGI,P14739
BE0003064,Recombination_protein_RecR,,recR,Q9ZNA2
BE0003065,Exopolyphosphatase,C0059957,ppx,O67040
BE0003066,Conserved_protein,,,O53240
BE0003067,Probable_thiol_peroxidase,,tpx,P9WG35
BE0003068,"Endo-beta-1,4-xylanase",,xyn10C,Q59675
BE0003069,Reducing_end_xylose-releasing_exo-oligoxylanase,,,Q9KB30
BE0003070,"Endo-1,4-beta-xylanase",C0059102,,P40943
BE0003071,"Endo-1,4-beta-xylanase",C0059102,xlnA,P09850
BE0003072,Hydrolase,C0020289,,Q7SI98
BE0003073,"Endo-1,4-beta-xylanase",C0059102,xyl,Q8RJN8
BE0003074,Carbonyl_reductase_[NADPH]_1,C2604870,CBR1,P16152
BE0003075,Bifunctional_protein_GlmU,,glmU,Q97R46
BE0003077,Peptidoglycan_recognition_protein_3,C1428915,PGLYRP3,Q96LB9
BE0003078,Deoxyuridine_triphosphatase,C1414193,Tcdut,O15923
BE0003079,Pol_polyprotein,C0017281,pol,P03371
BE0003080,Uracil-DNA_glycosylase,C0077845,udg,Q5SKC5
BE0003081,Pyrimidine-nucleoside_phosphorylase,C0072728,pdp,P77836
BE0003084,Protein_RecA,C0034767,recA,P0A7G9
BE0003089,ATP-dependent_Clp_protease_ATP-binding_subunit_ClpX,,clpX,O25926
BE0003090,Focal_adhesion_kinase_1,C0059239,PTK2,Q05397
BE0003094,Bifunctional_3'-phosphoadenosine_5'-phosphosulfate_synthase_1,,PAPSS1,O43252
BE0003106,Nucleoside_diphosphate_kinase_A,C0068895,NME1,P15531
BE0003107,2-keto-3-deoxy-gluconate_kinase,,,Q746L7
BE0003111,TrwB,,trwB,Q04230
BE0003115,Kinesin-like_protein_KIF1A,,KIF1A,Q12756
BE0003118,Oxidoreductase_YdhF,,ydhF,P76187
BE0003119,"2,4-dienoyl-CoA_reductase,_mitochondrial",,DECR1,Q16698
BE0003120,"Oxidoreductase,_short_chain_dehydrogenase/reductase_family",,,Q9WYS2
BE0003121,Prostaglandin_F_synthase,C1412326,,Q9GV41
BE0003122,General_stress_protein_69,,yhdN,P80874
BE0003123,Bifunctional_protein_MdtA,,mtdA,P55818
BE0003124,Alcohol_dehydrogenase,C0001942,,Q9X022
BE0003125,Alcohol_dehydrogenase_(NADP(+)),,,Q9WZS7
BE0003126,NADP-dependent_fatty_aldehyde_dehydrogenase,,aldH,Q56694
BE0003127,Aldehyde_reductase,C0002003,,Q9X0A2
BE0003128,Thymidylate_synthase,C0040085,THYA,P13100
BE0003129,Glutamate_decarboxylase_alpha,,gadA,P69908
BE0003130,DevB_protein,,,Q9KL51
BE0003131,1-pyrroline-5-carboxylate_dehydrogenase,C0044620,,P83849
BE0003132,Aminodeoxychorismate_lyase,C0081562,pabC,P28305
BE0003133,Dihydropteroate_synthase,C0012314,folP,Q81VW8
BE0003134,"High_affinity_cGMP-specific_3',5'-cyclic_phosphodiesterase_9A",C0760980,PDE9A,O76083
BE0003135,Chitinase,C0008145,chiB1,Q873X9
BE0003136,Phosphonoacetaldehyde_hydrolase,C0070893,phnX,O31156
BE0003137,DUTPase,C0207199,dut,Q0P8G4
BE0003138,Beta-lactamase_class_B_VIM-2,,blaVIM-2,Q9K2N0
BE0003139,Ribose_5-phosphate_isomerase_B,,,Q9X0G9
BE0003140,1-cys_peroxiredoxin,,prx,Q5MYR6
BE0003141,Peptide_deformylase,C0249363,def,P43522
BE0003142,Golgi-associated_plant_pathogenesis-related_protein_1,C1512239,GLIPR2,Q9H4G4
BE0003143,Glutamine_amidotransferase_class-I,,,Q9X0P2
BE0003144,Peptide_deformylase,C0249363,def,P96113
BE0003145,"Proteinase_inhibitor_I4,_serpin",,,Q47NK3
BE0003148,Placenta_growth_factor,C0138514,PGF,P49763
BE0003160,Serine/threonine-protein_phosphatase_5,,PPP5C,P53041
BE0003164,Unsaturated_glucuronyl_hydrolase,C0908396,ugl,Q9RC92
BE0003165,Orf_protein,,stx2eB,Q47644
BE0003166,ATP_sulfurylase_(Sulfate_adenylyltransferase),,,Q5SKH7
BE0003167,5'-fluoro-5'-deoxy-adenosine_synthase,,flA,Q70GK9
BE0003168,Fiber,C0012173,L5,Q64822
BE0003169,Capsid_protein_VP1,,,P49302
BE0003170,Fiber,C0012173,L5,Q64823
BE0003171,4-chlorobenzoyl_CoA_ligase,,,Q8GN86
BE0003172,"Purine_nucleotide_phosphorylase,_putative",,,Q8I3X4
BE0003173,B-N-acetylhexosaminidase,,hex,O85361
BE0003174,Putative_glucose-6-phosphate_1-epimerase,,,P44160
BE0003175,Endonuclease_8-like_1,C1122828,NEIL1,Q96FI4
BE0003176,Non-heme_chloroperoxidase,,cpo,O31168
BE0003177,"Hydroxyquinol_1,2-dioxygenase",C0244609,chqB,Q5PXQ6
BE0003178,Replication_protein,,repA,Q52546
BE0003179,Hepatocyte_nuclear_factor_4-gamma,C1415631,HNF4G,Q14541
BE0003180,Lipid_binding_protein,,,P83812
BE0003181,Trafficking_protein_particle_complex_subunit_3,,TRAPPC3,O43617
BE0003182,Fatty_acid-binding_protein_TM_1468,,,Q9X1H9
BE0003183,Deoxycytidylate_5-hydroxymethyltransferase,,42,P08773
BE0003184,Hydrolase,C0020289,,Q7SIE9
BE0003185,Putative_alkylsulfatase,,atsK,Q9WWU5
BE0003186,33_kDa_chaperonin,,hslO,P0A6Y5
BE0003187,Free_methionine-R-sulfoxide_reductase,,msrC,P76270
BE0003188,O-acetyl-ADP-ribose_deacetylase,,ymdB,P0A8D6
BE0003189,Beta-lactamase,C0597979,blaB,P52664
BE0003190,3-deoxy-D-manno-octulosonate_8-phosphate_phosphatase_KdsC,,,P45314
BE0003191,Lethal(3)malignant_brain_tumor-like_protein_1,,L3MBTL1,Q9Y468
BE0003192,Ribonuclease_Z,,rnz,P54548
BE0003193,Hypothetical_gliding_protein,,mglB,Q9X9L0
BE0003194,Prolyl_endopeptidase_Pep,,pep,Q9X5N2
BE0003195,Arylsulfatase_A,C0007804,ARSA,P15289
BE0003196,Calcium-activated_potassium_channel_subunit_beta-2,,KCNMB2,Q9Y691
BE0003197,Putative_sugar_kinase,,,Q8ZKR2
BE0003198,Head_decoration_protein,,shp,P36275
BE0003199,Pituitary_adenylate_cyclase-activating_polypeptide,C0071163,ADCYAP1,P18509
BE0003200,Sialidase-2,,NEU2,Q9Y3R4
BE0003201,Annexin_A3,C0103405,ANXA3,P12429
BE0003202,Maltogenic_amylase,C0908308,,O69007
BE0003204,Nogalonic_acid_methyl_ester_cyclase,C0912828,snoaL,Q9RN59
BE0003205,PPH,C1150190,pph,Q9X2W8
BE0003206,Ribonucleoside-diphosphate_reductase_1_subunit_beta,,nrdB,P69924
BE0003207,Aspartate_aminotransferase,C0004002,,P83786
BE0003208,Methionine_gamma-lyase,C0064548,mdeA,P13254
BE0003209,Cystathionine_gamma-synthase,C0069282,metB,P00935
BE0003210,Tyrosine_aminotransferase,C0041487,,P33447
BE0003211,N-acylamino_acid_racemase,,menC,Q9RYA6
BE0003212,Maltoporin,C0126900,lamB,P02943
BE0003223,Anthrax_toxin_receptor_2,C1427727,ANTXR2,P58335
BE0003241,Endoglucanase_E1,,,P54583
BE0003242,D-galactose-binding_periplasmic_protein,,mglB,P23905
BE0003243,Neopullulanase,C0068530,nplT,P38940
BE0003244,"Endo-1,4-beta-xylanase_A",,xynA,Q60037
BE0003245,Maltoporin,C0126900,lamB,P26466
BE0003246,Hexokinase,C0019472,,Q26609
BE0003247,Galectin-2,C0252528,LGALS2,P05162
BE0003248,Inorganic_polyphosphate/ATP-glucomannokinase,,ppgmk,Q7WT42
BE0003249,Endoglucanase_C307,,celC307,P23340
BE0003250,"Endo-1,4-beta_glucanase_EngF",,engF,P94622
BE0003251,Endoglucanase_E-4,,celD,P26221
BE0003253,Invasin,C0020197,,P11922
BE0003254,Short_tail_fiber_protein,,12,P10930
BE0003255,N5-carboxyaminoimidazole_ribonucleotide_mutase,,purE,Q2QJL3
BE0003256,50S_ribosomal_protein_L4,,rplD,P38516
BE0003257,Carboxypeptidase_B,C0054756,CPB1,P15086
BE0003258,Hexon_protein,,,P03277
BE0003259,Beta-fructosidase,C0053409,bfrA,O33833
BE0003260,Putative_stringent_starvation_protein_A,,sspA,Q7CL96
BE0003261,RNA_3'-terminal_phosphate_cyclase,C0073422,rtcA,P46849
BE0003262,Pleckstrin_homology_domain-containing_family_A_member_1,,PLEKHA1,Q9HB21
BE0003263,Fe(3+)-binding_periplasmic_protein,,fbpA,P21408
BE0003264,Signal_recognition_particle_receptor_FtsY,,ftsY,Q9WZ40
BE0003265,N_utilization_substance_protein_B_homolog,,nusB,Q9X286
BE0003266,Complement_component_C8_gamma_chain,C1564603,C8G,P07360
BE0003267,Ribonucleoside-diphosphate_reductase_subunit_beta,,nrdF,Q9CBQ2
BE0003268,Ribose-5-phosphate_isomerase_A,,rpiA,P44725
BE0003269,Lysozyme,C0026794,17,Q37875
BE0003270,Glycerol_uptake_operon_antiterminator_regulatory_protein,,,Q9X1F0
BE0003271,"3-carboxy-cis,cis-muconate_cycloisomerase",C0047281,pcaB,P32427
BE0003272,Pyruvate_decarboxylase,C0034342,pdc,P06672
BE0003273,LicC_protein,,licC,A0A0H2UQB5
BE0003274,Indole-3-pyruvate_decarboxylase,C0123514,ipdC,P23234
BE0003275,Carboxyethylarginine_synthase,,ceaS,Q9LCV9
BE0003276,Transketolase_1,,tktA,P27302
BE0003277,ADP-ribosylation_factor_4,C1412507,ARF4,P18085
BE0003278,"GDP-mannose_4,6_dehydratase",C3888273,GMDS,O60547
BE0003279,Elongation_factor_Tu,C0030933,tuf,Q01698
BE0003280,GTPase_(Rab6),,rab6,Q26000
BE0003281,Nucleoside_diphosphate_kinase_B,C1506309,NME2,P22392
BE0003282,"GDP-mannose_4,6-dehydratase",C1415129,gmd,Q51366
BE0003283,Putative_ribosome_biogenesis_GTPase_RsgA,,rsgA,Q9X242
BE0003284,ADP-ribosylation_factor-like_protein_5A,,ARL5A,Q9Y689
BE0003285,Bacteriorhodopsin,C0004654,,Q8YSC4
BE0003286,IAG-nucleoside_hydrolase,C0671167,,Q9GPQ4
BE0003287,Autoinducer_2-binding_protein_LsrB,,lsrB,Q8Z2X8
BE0003288,Xanthan_lyase,C0759539,xly,Q9AQS0
BE0003289,ATP-dependent_protease_ATPase_subunit_HslU,,hslU,P0A6H7
BE0003290,Rod_shape-determining_protein_MreB,,,Q9WZ57
BE0003291,Chaperone_protein_ClpB,,clpB,Q9RA63
BE0003292,Type_II_secretion_system_protein_E,,epsE,P37093
BE0003293,Sensor_protein_PhoQ,,phoQ,P23837
BE0003294,DNA_topoisomerase_4_subunit_B,,parE,P20083
BE0003295,Galactokinase,C0016937,GALK1,P51570
BE0003296,Potassium-transporting_ATPase_B_chain,,kdpB,P03960
BE0003297,NimA-related_protein,,,Q9RW27
BE0003298,Integrin_beta-4,C0253906,ITGB4,P16144
BE0003305,Esterase_EstB,,estB,Q9KX40
BE0003309,Parathyroid_hormone,C0020063,PTH,P01270
BE0003310,5-methyltetrahydrofolate_S-homocysteine_methyltransferase,,,Q9WYA5
BE0003311,50S_ribosomal_protein_L27,,rpmA,P60493
BE0003312,Organic_hydroperoxide_resistance_protein,,ohr,Q9HZZ3
BE0003313,Cyclic_pyranopterin_monophosphate_synthase,,moaA,P65389
BE0003314,C_protein_alpha-antigen,,bca,Q02192
BE0003315,Chaperone_protein_TorD,,torD,O87949
BE0003316,Axin-1,C1332359,AXIN1,O15169
BE0003317,Ribonuclease_pancreatic,,RNASE1,P07998
BE0003318,Halohydrin_dehalogenase,C0967738,hheC,Q93D82
BE0003319,Potassium_voltage-gated_channel_subfamily_C_member_4,C1416559,KCNC4,Q03721
BE0003320,Phosphocarrier_protein_HPr,C0070823,ptsH,P07515
BE0003321,Glycosyltransferase_GtfD,,gtfD,Q9AFC7
BE0003322,"dTDP-4-dehydrorhamnose_3,5-epimerase",C0058775,rmlC,P9WH11
BE0003323,"Calcium/calmodulin-dependent_3',5'-cyclic_nucleotide_phosphodiesterase_1B",,PDE1B,Q01064
BE0003324,Transcription_antiterminator_LicT,,licT,P39805
BE0003325,3-methylaspartate_ammonia-lyase,,,O66145
BE0003326,Alginate_lyase,C0051154,aly,Q9KWU1
BE0003327,Riboflavin_synthase,C0035531,ribC,P0AFU8
BE0003328,V-1_protease,,ORF,Q9Q2G8
BE0003329,Putative_uncharacterized_protein,,,Q57VC7
BE0003330,Glutaminyl-peptide_cyclotransferase,C0245636,QPCT,Q16769
BE0003331,Methane_monooxygenase_component_A_alpha_chain,,mmoX,P22869
BE0003332,"Hydroxymethylglutaryl-CoA_lyase,_mitochondrial",,HMGCL,P35914
BE0003333,"3-hydroxyanthranilate_3,4-dioxygenase",C0047442,nbaC,Q1LCS4
BE0003334,Casein_kinase_I_isoform_gamma-2,,CSNK1G2,P78368
BE0003335,Wee1-like_protein_kinase,C1506818,WEE1,P30291
BE0003336,Cytochrome_P450_2A6,C1828472,CYP2A6,P11509
BE0003337,R-specific_alcohol_dehydrogenase,,radh,Q84EX5
BE0003339,Pol_protein,C0017281,pol,Q8Q3H0
BE0003340,Aklanonic_acid_methyl_ester_cyclase,C0293535,acma,O52646
BE0003341,Aspartate_carbamoyltransferase_catalytic_chain,,pyrB,P0A786
BE0003342,Succinate_dehydrogenase_flavoprotein_subunit,,sdhA,P0AC41
BE0003343,Genome_polyprotein,,,P13901
BE0003344,Envelope_glycoprotein_gp160,,env,P35961
BE0003345,Bifunctional_protein_BirA,,birA,P06709
BE0003346,Calpain-1_catalytic_subunit,C1436406,CAPN1,P07384
BE0003347,Arginine_deiminase,C0052332,arcA,P13981
BE0003348,"Deoxyuridine_5'-triphosphate_nucleotidohydrolase,_putative",,,Q8II92
BE0003349,Phosphotriesterase,C1260231,opdA,Q93LD7
BE0003350,"Ditrans,polycis-undecaprenyl-diphosphate_synthase_((2E,6E)-farnesyl-diphosphate_specific)",,ispU,P60472
BE0003351,O-GlcNAcase_NagJ,,nagJ,Q8XL08
BE0003352,Lantibiotic_cinnamycin,,cinA,P29827
BE0003353,Proteasome_subunit_alpha,,prcA,P9WHU1
BE0003354,Photosystem_Q(B)_protein_1,,psbA1,P0A444
BE0003355,Metallo-beta-lactamase_L1,,,P52700
BE0003356,D-alanyl-D-alanine_carboxypeptidase,C0660025,dac,P39045
BE0003357,"2-oxo-1,2-dihydroquinoline_8-monooxygenase,_oxygenase_component",,oxoO,O05935
BE0003358,Putative_aminooxidase,,,Q6A8X5
BE0003359,Steroidogenic_factor_1,C0171961,NR5A1,Q13285
BE0003360,"Polyhydroxybutyrate_depolymerase,_putative",,,Q4W9V8
BE0003361,"2,3-dichloro-1-propanol_dehalogenase",C0676552,dehB,Q7AUG5
BE0003362,"NAD-dependent_protein_deacylase_sirtuin-5,_mitochondrial",,SIRT5,Q9NXA8
BE0003363,Heme_oxygenase,C0018969,hmuO,Q54AI1
BE0003364,Blasticidin-S_deaminase,C0106613,bsd,P0C2P0
BE0003365,Thymidine_kinase,C0040078,,P0C0E6
BE0003366,DNA-directed_RNA_polymerase_subunit_alpha,,rpoA,Q9Z9H6
BE0003367,DNA-directed_RNA_polymerase_subunit_beta,,rpoB,Q8RQE9
BE0003368,DNA-directed_RNA_polymerase_subunit_beta',,rpoC,Q8RQE8
BE0003369,DNA-directed_RNA_polymerase_subunit_omega,,rpoZ,Q8RQE7
BE0003370,RNA_polymerase_sigma_factor,,sigA,Q5SKW1
BE0003371,Metalloproteinase_inhibitor_3,C1527365,TIMP3,P35625
BE0003372,Genome_polyprotein,,,P03303
BE0003373,Polyprotein,,,Q8V397
BE0003374,Macrophage_erythroblast_attacher,C1422169,MAEA,Q7L5Y9
BE0003375,Scavenger_receptor_cysteine-rich_type_1_protein_M130,C1570089,CD163,Q86VB7
BE0003376,Leptin_receptor,C0385463,LEPR,P48357
BE0003377,CD9_antigen,C0054970,CD9,P21926
BE0003378,Glucose-dependent_insulinotropic_receptor,,GPR119,Q8TDV5
BE0003379,Angiopoietin-1_receptor,C3853567,TEK,Q02763
BE0003380,Cellular_tumor_antigen_p53,C0080055,TP53,P04637
BE0003381,Serine/threonine-protein_kinase_Chk2,C1259236,CHEK2,O96017
BE0003382,Serine/threonine-protein_kinase_Chk1,C0659150,CHEK1,O14757
BE0003383,Growth_hormone_secretagogue_receptor_type_1,C0391690,GHSR,Q92847
BE0003384,Endothelin-1,C0079281,EDN1,P05305
BE0003385,Cytochrome_c_oxidase_subunit_2,,MT-CO2,P00403
BE0003386,"Integrase,_catalytic_core",,,Q81ZL8
BE0003387,C-C_chemokine_receptor_type_2,C3538748,CCR2,P41597
BE0003388,"Thioredoxin_reductase_2,_mitochondrial",C3815867,TXNRD2,Q9NNW7
BE0003389,Eotaxin,C0250604,CCL11,P51671
BE0003390,Mitogen-activated_protein_kinase_11,C0380241,MAPK11,Q15759
BE0003391,Mitogen-activated_protein_kinase_13,C0541265,MAPK13,O15264
BE0003392,Amyloid_beta_A4_protein,C0611285,APP,P05067
BE0003393,"Phosphodiesterase_2A,_cGMP-stimulated",C1418417,PDE2A,Q8IW54
BE0003394,Brain-derived_neurotrophic_factor,C0107103,BDNF,P23560
BE0003395,Penicillin-binding_protein_1A,C0135891,ponA,Q04707
BE0003396,Peptidoglycan_synthase_FtsI,,ftsI,P0AD69
BE0003397,Tubulin_alpha-3E_chain,,TUBA3E,Q6PEY2
BE0003398,Putative_tubulin-like_protein_alpha-4B,,TUBA4B,Q9H853
BE0003399,Free_fatty_acid_receptor_4,C1425984,FFAR4,Q5NUL3
BE0003400,Tubulin_beta-2A_chain,,TUBB2A,Q13885
BE0003401,Tubulin_beta-2B_chain,,TUBB2B,Q9BVA1
BE0003402,Tubulin_beta-6_chain,,TUBB6,Q9BUF5
BE0003403,Cadherin-5,C0300423,CDH5,P33151
BE0003404,Aurora_kinase_B,C1420464,AURKB,Q96GD4
BE0003405,Folate_receptor_alpha,C1384573,FOLR1,P15328
BE0003406,BCR/ABL_p210_fusion_protein,,BCR/ABL_fusion,A1Z199
BE0003407,Carboxypeptidase_B2,C0255161,CPB2,Q96IY4
BE0003408,Baculoviral_IAP_repeat-containing_protein_5,C0664336,BIRC5,O15392
BE0003409,Gamma-secretase_subunit_APH-1A,,APH1A,Q96BI3
BE0003410,Gamma-secretase_subunit_PEN-2,C3537462,PSENEN,Q9NZ42
BE0003411,Platelet-derived_growth_factor_D,C1428985,PDGFD,Q9GZP0
BE0003412,Disintegrin_and_metalloproteinase_domain-containing_protein_9,,ADAM9,Q13443
BE0003414,Integrin_beta-7,C0123745,ITGB7,P26010
BE0003415,Interleukin-23_subunit_alpha,C1700278,IL23A,Q9NPF7
BE0003416,Transient_receptor_potential_cation_channel_subfamily_V_member_3,C1425292,TRPV3,Q8NET8
BE0003417,Cathepsin_K,C0284930,CTSK,P43235
BE0003418,Insulin-like_growth_factor_I,C0021665,IGF1,P05019
BE0003419,Puromycin-sensitive_aminopeptidase,C0139360,NPEPPS,P55786
BE0003420,Bcl-2-like_protein_2,C1332395,BCL2L2,Q92843
BE0003421,Bcl2_antagonist_of_cell_death,C0293686,BAD,Q92934
BE0003422,Far_upstream_element-binding_protein_1,C1414855,FUBP1,Q96AE4
BE0003424,cAMP-dependent_protein_kinase_type_II-alpha_regulatory_subunit,C0757276,PRKAR2A,P13861
BE0003425,cAMP-dependent_protein_kinase_type_I-alpha_regulatory_subunit,C3273603,PRKAR1A,P10644
BE0003426,Type-2_angiotensin_II_receptor,C0390423,AGTR2,P50052
BE0003427,Genome_polyprotein,,,P26664
BE0003428,High_mobility_group_protein_B1,C0019796,HMGB1,P09429
BE0003429,CAMP_phosphodiesterase,C0000359,PDE4,Q4ZHU6
BE0003430,Mitogen-activated_protein_kinase_kinase_kinase_1,C0257151,MAP3K1,Q13233
BE0003431,Protein_kinase_C_epsilon_type,C0753970,PRKCE,Q02156
BE0003432,Heat_shock_protein_beta-1,C0018847,HSPB1,P04792
BE0003433,Tumor_necrosis_factor_receptor_superfamily_member_10B,C1527752,TNFRSF10B,O14763
BE0003434,Centromere-associated_protein_E,,CENPE,Q02224
BE0003435,Growth/differentiation_factor_8,C0538238,MSTN,O14793
BE0003436,Programmed_cell_death_protein_1,C2986635,PDCD1,Q15116
BE0003437,Gag_polyprotein,C0017279,gag,O93182
BE0003438,Alpha-7_nicotinic_cholinergic_receptor_subunit,,CHRNA7,Q693P7
BE0003440,Thrombopoietin_receptor,C0218227,MPL,P40238
BE0003441,Programmed_cell_death_1_ligand_1,C0965245,CD274,Q9NZQ7
BE0003446,G-protein_coupled_estrogen_receptor_1,C0673013,GPER1,Q99527
BE0003447,Anthrax_toxin_receptor_1,C1427242,ANTXR1,Q9H6X2
BE0003449,Apolipoprotein_A-I,C0085201,APOA1,P02647
BE0003450,Interferon_alpha-2,C0535872,IFNA2,P01563
BE0003455,Complement_C3,C0009506,C3,P01024
BE0003456,T-cell_surface_glycoprotein_CD3_delta_chain,C1515132,CD3D,P04234
BE0003457,T-cell_surface_glycoprotein_CD3_gamma_chain,C1515134,CD3G,P09693
BE0003458,T-cell_surface_glycoprotein_CD3_zeta_chain,C1515135,CD247,P20963
BE0003459,Mesothelin,C0380162,MSLN,Q13421
BE0003460,Caspase-8,C0667830,CASP8,Q14790
BE0003461,Tumor_necrosis_factor_receptor_superfamily_member_11A,C0667477,TNFRSF11A,Q9Y6Q6
BE0003462,Signal_transducer_and_activator_of_transcription_3,C0253050,STAT3,P40763
BE0003463,Tumor_necrosis_factor_receptor_superfamily_member_9,C0247111,TNFRSF9,Q07011
BE0003464,IL13_protein,,IL13,Q4VB53
BE0003465,Low_affinity_immunoglobulin_epsilon_Fc_receptor,C3273109,FCER2,P06734
BE0003466,Ribosome-binding_protein_1,,RRBP1,Q9P2E9
BE0003467,60S_ribosome_subunit_biogenesis_protein_NIP7_homolog,,NIP7,Q9Y221
BE0003468,KiSS-1_receptor,C1097812,KISS1R,Q969F8
BE0003469,NF-kappa-B_inhibitor_alpha,C1334877,NFKBIA,P25963
BE0003470,Calpain-3,,CAPN3,P20807
BE0003471,Interleukin-5_receptor_subunit_alpha,C1451756,IL5RA,Q01344
BE0003472,Activin_receptor_type-2A,C2003673,ACVR2A,P27037
BE0003473,Transmembrane_glycoprotein_NMB,C3813203,GPNMB,Q14956
BE0003474,Microtubule-associated_protein_tau,C1446659,MAPT,P10636
BE0003475,Microtubule-associated_protein_4,C0127014,MAP4,P27816
BE0003476,Pro-neuropeptide_Y,C4521303,NPY,P01303
BE0003477,Sarcoplasmic/endoplasmic_reticulum_calcium_ATPase_2,C0916183,ATP2A2,P16615
BE0003478,Melanin-concentrating_hormone_receptor_1,C1825952,MCHR1,Q99705
BE0003479,Tumor_necrosis_factor_receptor_superfamily_member_8,C4281803,TNFRSF8,P28908
BE0003480,Cytochrome_P450_26A1,C4284143,CYP26A1,O43174
BE0003482,"HLA_class_I_histocompatibility_antigen,_A-2_alpha_chain",C0019733,HLA-A,P01892
BE0003483,"HLA_class_I_histocompatibility_antigen,_A-3_alpha_chain",C3177184,HLA-A,P04439
BE0003484,Serine/threonine_protein_kinase_UL97,,UL97,P16788
BE0003485,Serine/threonine_protein_kinase_UL97,,UL97,Q68101
BE0003486,Interleukin-15,C0254610,IL15,P40933
BE0003488,T-cell_surface_glycoprotein_CD4,C4048280,CD4,P01730
BE0003489,Leukotriene_B4_receptor_2,C1426125,LTB4R2,Q9NPC1
BE0003490,Leukotriene_B4_receptor_1,C1307920,LTB4R,Q15722
BE0003491,Insulin,C0021641,INS,P01308
BE0003492,SLAM_family_member_7,C1099412,SLAMF7,Q9NQ25
BE0003493,Tyrosine-protein_kinase_JAK3,C0253456,JAK3,P52333
BE0003495,Platelet-derived_growth_factor_subunit_B,C3887785,PDGFB,P01127
BE0003496,B-lymphocyte_antigen_CD19,C1413206,CD19,P15391
BE0003502,Heat-stable_enterotoxin_receptor,C0059392,GUCY2C,P25092
BE0003503,Carboxypeptidase_N_catalytic_chain,,CPN1,P15169
BE0003504,Carboxypeptidase_N_subunit_2,C1413674,CPN2,P22792
BE0003505,Alpha-mannosidase_2,,MAN2A1,Q16706
BE0003508,Parathyroid_hormone/parathyroid_hormone-related_peptide_receptor,,PTH1R,Q03431
BE0003510,Bcl-2-like_protein_1,C0288330,BCL2L1,Q07817
BE0003511,Induced_myeloid_leukemia_cell_differentiation_protein_Mcl-1,C0215343,MCL1,Q07820
BE0003512,Casein_kinase_I_isoform_epsilon,,CSNK1E,P49674
BE0003513,B2_bradykinin_receptor,C4048586,BDKRB2,P30411
BE0003514,Heat_shock_factor_protein_1,C2348945,HSF1,Q00613
BE0003515,1-aminocyclopropane-1-carboxylate_synthase-like_protein_1,,ACCS,Q96QU6
BE0003516,Cholesteryl_ester_transfer_protein,C0055538,CETP,P11597
BE0003517,Tumor_necrosis_factor_ligand_superfamily_member_11,C0666361,TNFSF11,O14788
BE0003518,Toll-like_receptor_8,C0962444,TLR8,Q9NR97
BE0003520,Interleukin-4,C0021758,IL4,P05112
BE0003521,Motilin_receptor,C0066827,MLNR,O43193
BE0003522,Prostaglandin_E2_receptor_EP4_subtype,C4288359,PTGER4,P35408
BE0003523,Histone_deacetylase_4,C0910119,HDAC4,P56524
BE0003525,Histone_deacetylase_7,C1422387,HDAC7,Q8WUI4
BE0003527,Neuraminidase,C0027803,NA,P27907
BE0003528,Somatostatin_receptor_type_2,C0297858,SSTR2,P30874
BE0003529,Somatostatin_receptor_type_3,C0534283,SSTR3,P32745
BE0003530,Thiamine_transporter_1,,SLC19A2,O60779
BE0003531,Chymotrypsinogen_B,C1413806,CTRB1,P17538
BE0003533,Cytochrome_P450_2E1,C0010763,CYP2E1,P05181
BE0003536,Cytochrome_P450_2C19,C0960580,CYP2C19,P33261
BE0003537,"Cholesterol_side-chain_cleavage_enzyme,_mitochondrial",C0008381,CYP11A1,P05108
BE0003538,UDP-glucuronosyltransferase_1-9,C0961951,UGT1A9,O60656
BE0003539,Aldehyde_oxidase,C0051124,AOX1,Q06278
BE0003540,Adenosine_kinase,C0001464,ADK,P55263
BE0003541,UDP-glucuronosyltransferase_1-1,C1567723,UGT1A1,P22309
BE0003542,"Cytochrome_P450_11B2,_mitochondrial",C1527416,CYP11B2,P19099
BE0003543,Cytochrome_P450_1A1,C0059735,CYP1A1,P04798
